"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"28G0LWSBRI8I7LG9MJZJPSTLF9ED1W","@YahooNews Obama's policies protect everyone OTHER THAN those of Judeo-Christian heritage. Yes. he's declared war on TRUE religious freedom","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 23:39:46 UTC 2012"
"2OEGKCCVLL3CNDHX9KGQCC9NU016WX","RT @bitslaw: MEDIA BLACKOUT of Black Chicago Protesters Marching Against OBAMA- Legal Insurrection - http://t.co/hxH8GqgT","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 07:31:41 UTC 2012"
"295QQ7Q670513UQYJBTTYC1XQMBWCE","@teddyboylocsin @girlinme I disagree on that point. Obama is braver than Bush for withdrawing USA troops in Iraq &amp; soon Afghanistan","A182JW8U6PO60U","happy","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 14:51:09 UTC 2012"
"2UKAC9KSSZVXAC4FX4LKYOYGROPK2X","0% of US voters have a problem with Obama being black http://t.co/0JLIcMLH","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 07:31:32 UTC 2012"
"2XO7D1X3V0FKDM2VUT51U7PKOFEDKZ","RT @nikmoore: Dear USA. If you are not planning on voting please vote for Obama. We would if we could. Thanks. The Rest Of The World #Th","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 01:10:02 UTC 2012"
"2TUF0CP5KXPTVXWTP874XM7N2CZYXH","As of now Obama is president by Wednesday morning that nigga oops I mean that man better still be president..or shit going get real out here","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 07:42:15 UTC 2012"
"2LISPW1INMHGB0IUVX1BEBFMJLH4H9","RT @EBischoff: From the NY Daily News: ""The regrettable truth is that Obama built a record of miscalculations and missed opportunities"".","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 16:07:29 UTC 2012"
"2BVD8XMB3Q39CAPHM3F614EVWZOGR5","@SEIU @BarackObama Doesn't look like you'll be able to buy this election.  Bye bye Obama!","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 01:18:56 UTC 2012"
"24SB6BFMFFOYBS7CLT6DOESC4XPXKK","The dangerous cretins who don't know anything about history yet cite it to bolster their own opinions. http://t.co/aAMyLHBW #history","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 07:43:11 UTC 2012"
"2LWGDHDM25L8VJ1AOG8E76OE8WQEOE","Fla. remains tough sell to end for Obama. Romney http://t.co/lbyURErG","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 00:02:37 UTC 2012"
"21MF0OHOVR14V7YZUV02PECWECR45T","RT @lefthook_mataan: I got a feeling that Obama is gonna be cheated this election just like Algore in 2000.","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","angry","No","no_agreement","Mon Nov 19 17:14:02 UTC 2012"
"2SKYU98JHSTLODZB7LA9QOBJIPKDP0","#ahaslines Can you believe this was in the NYT? Obama's Aura of Defeat rVx8vwcX http://t.co/5t0WlONr","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","hopeful","No","no_agreement","Mon Nov 19 07:23:29 UTC 2012"
"2YGW2GTP9RA75FAXTG0Y0OF74PEUPQ","#NigerianDailyNews US election: last day of campaigning live: Latest updates as Barack Obama and Mitt Romn... http://t.co/rMNcVBRQ #news","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 15:47:45 UTC 2012"
"2U7GFL6VCPWZM11OOSFV9S7SR96M7K","RT @joanwalsh: Pundits saying Clinton is winning it for Obama act like the president is a laggard who can't do the job himself. http://t","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 07:25:49 UTC 2012"
"25RZ6KW4ZMAZUR52DPH0WNNVVNUG76","Its Not About #Obama Its About Yo #Momma RETWEET Or Keep Scrolling Down","A2ZBYVQLDUZOV7","funny","A182JW8U6PO60U","mocking","No","no_agreement","Mon Nov 19 13:56:08 UTC 2012"
"2YJXERSQV66RYZVTLD8V4AVKMCVA28","But if Obama wins Florida he'll win but he doesn't have the upper hand (44.7% Obama and 49.1% Romney ugh)","A2ZBYVQLDUZOV7","afraid","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 16:00:13 UTC 2012"
"214T6YTWX4H3UC3MWN09OI6INX42X4","Barack Obama is the reason many Africans are keen on the US elections. http://t.co/0b8XKg8A","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","none","No","no_agreement","Sun Nov 18 18:18:43 UTC 2012"
"2359U8P9Y38T96BTV2LYQM0JXG9GX1","@RashadBF For truth on your god. Obama. go here http://t.co/yud1E1lo","ATBZC1F0M7F2F","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 23:36:26 UTC 2012"
"23T3Q39Z0B6U6YK4WOMS1VRKKVPWLU","Only in America would this #election be close. If Mitt the MORmON wins I'll wander around the M6 blindfolded. #Obama #Romney","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 16:57:15 UTC 2012"
"2GRO9Z6KW4ZMN9VSJ1CFY0ONR1KE58","RT @ExposeTheMedia: People Walk Out on Obama at Virginia Rally  http://t.co/f9j4NFfb","AL7M7T6WKQPIV","mocking","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 07:19:36 UTC 2012"
"2QKHECWA6X3Y1MQQSMG5SXPTMTBLMS","@Queen_UK You should choose Obama. Romney will bring about the apocalypse &amp; you just know the twats in parliament will blindly follow.","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 15:56:52 UTC 2012"
"2BQLZ6R70G5RMIRJBDMEFWSSXTRO8O","RT @AnnCoulter: But Obama has the coveted Bloomberg endorsement!  8 large papers in swing states switch to endorse to Romney - http://t.","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:38:04 UTC 2012"
"2LOOQ1SNQQ7QJHEGT0BCVR12XW57RT","RT @sdlaw2006: Romney says Obama plans $4.000 tax hike on middle class ROMNEY'S PANTS ON FIRE  http://t.co/g5fF97DV via @politifact","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 23:40:13 UTC 2012"
"2P4Z9O9Z6KW4CWOA9RIRTFQ0STHC3O","RT @WayneSense: http://t.co/5GkKbJKQ Momentum and history are on Romney's side. America sees Obama not as a democrat but as a communist","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","hopeful","No","no_agreement","Mon Nov 19 07:25:25 UTC 2012"
"2VMBLYHVI44O5CYWMI4NMZSBEVYW25","Obama will still win. the President can overcome the Redskins. RT @rookdagreat: That moment u remember the redskins election superstition &lt;&lt;","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 14:22:06 UTC 2012"
"2N970G5R98D8WD9PZ6JS1NYCK9FCSF","RT @Mighty_Minto: My grandmas view of the upcoming election: ""The country was ruined from the Bush's.We didn't grow to trees.That's the ","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 02:53:56 UTC 2012"
"297W1INMHGYQHTHY2LXBNMFFS4RJ6E","@aCNN National Poll: Dead heat between Obama and Romney. Get out and vote your vote counts!!!   http://t.co/jTns85Ny","AL7M7T6WKQPIV","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 05:32:45 UTC 2012"
"29BMOFXRDS4IPBS95XOJNM11E8AWTW","Team Obama trying to run out the clock on Libya scandal | Fox News http://t.co/AsHw4GmE via @fxnopinion","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","mocking","No","no_agreement","Sun Nov 18 15:49:53 UTC 2012"
"2WIOHOVR14IXXYGW1C8EKWA619S76W","RT @Guitartom47: Even Liberal Rags Are Dumping Obama: 21 Papers Switch Endorsements to Mitt Romney in 2012 http://t.co/Q5x9WGur via @gat","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 02:57:45 UTC 2012"
"2CEAVKI62NJQFBLDRJ0QP6BKPIOKS0","RT @niceninja: Glad to see this back up on #Benghazi http://t.co/sceEq6sJ  (WHY are we being SOOOO censored at this point) ???","A2ZBYVQLDUZOV7","afraid","ATBZC1F0M7F2F","angry","No","no_agreement","Sun Nov 18 16:11:04 UTC 2012"
"26YFL6VCPWZ94XR7AYM107SN7JMN88","RT @LadyDeeDoodles: Currently reading http://t.co/124tCioU Another Michigan Endorsement for President Obama.","ATBZC1F0M7F2F","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:06:58 UTC 2012"
"2KLFDEY5COW0YQ5AVI3RNLC6ZTMU3E","Boston College religious-education chair: 'Catholic case for supporting Obama': The chairman of the Department o... http://t.co/ED1ggPPS","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 17:00:15 UTC 2012"
"2VYOOGQSCM6INKG36SLU200OUQDGG9","RT @sunny_hundal: Why Obama is the most radically progressive US President in over 50 years -my piece on supporting him http://t.co/srGddabH","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 16:02:30 UTC 2012"
"27OSVQ8H88MQ7GZGGLMCQ1RX1A37QS","NATE SILVock to other countries if Mitt Romney is elected. They are watching","A2ZBYVQLDUZOV7","afraid","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 15:56:39 UTC 2012"
"2JME6AUBXHWSUHTW1JMB7WDRP3YY26","RT @SteveRattner: Poll trend clearly toward Obama. More than 300 electoral votes very possible","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 17:30:49 UTC 2012"
"21GEPLSP75KLZGAUVY1HYEQVNXXSY3","Obama pulls the old Dark Crystal skeksis move on gelfling Romney. http://t.co/5axnRFRE","ATBZC1F0M7F2F","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:52:59 UTC 2012"
"2787Q67051QKPX5CU3HC9XMGM6OEYO","RT @Rob_Hoffman: I hope Barack Obama hires the Scorpions to change the words to ""Barack Me Like a Hurricane"" tomorrow for one last push ","ATBZC1F0M7F2F","funny","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Sun Nov 18 17:29:28 UTC 2012"
"20ZSTLB3L0FBWJWZ3T5JZEVE9XIVJH","RT @JamesValvis: ""I'm going to say this again: I did not have sexual relations with that woman. Miss Lewinsky."" --The guy who thinks Oba","A2ZBYVQLDUZOV7","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Sun Nov 18 16:16:10 UTC 2012"
"29DGULF395SWJXUC72UN6NJB2LUQC4","RT @mlinhart: If Obama wins I'm leaving the country. If Romney wins I'm leaving the country. This is not a political post I just want to","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","mocking","No","no_agreement","Sun Nov 18 15:57:24 UTC 2012"
"21CDD8XMB3Q3M9EMY4KOET4EZYMFQ4","Michelle Obama's Best Fashion Moments As First Lady http://t.co/cY4kKWQH","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:12:59 UTC 2012"
"2FJTHV8ER9Y86XYTE9JMDKFHW8HQ36","U.S President Barack Obama and challenger Mitt Romney wil spend de final hours of d campaign in a late push 2 a closely divided electorate","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:44:19 UTC 2012"
"2PWBDPGFL6VC26DKJX4WQOV1WDL4JE","RT @Iam_MsTerra: Ok Obama is now holding a 49% to 48% lead over Romney idk about you but that's too close for comfort...GET YA ASS UP TO","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Sun Nov 18 17:15:46 UTC 2012"
"2TEYB49F9SSSU7FCBYES15H5JEBRV4","#obama Saw the football guys running this morning... Nathan was in the back. I laughed so hard. Lol http://t.co/97U7nPN1","A1Y6CLBM5VJQKD","funny","A2ZBYVQLDUZOV7","happy","No","no_agreement","Mon Nov 19 06:53:38 UTC 2012"
"2IKA1QP6AUC2JNUHZNSXBV0FO6670V","Romney Ties with Obama in VERY BIASED CNN Poll (Good news for the GOP)... http://t.co/aOdCExBt","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:24:34 UTC 2012"
"26U6SK9RJ85OCSDP9W1AXMOOUB7T5D","RT @VanityWonder: Tomorrow it'll be time for us to show up &amp;&amp; show out at the election booths &amp;&amp; give our President Bara","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 17:04:12 UTC 2012"
"2EZ0JPPSI2KYRZZ3HHWKTM6WN9HPJQ","Best Design Halloween Costume Award goes to the dude dressed as the 2008 Obama HOPE poster. http://t.co/hTM6boKw","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 17:35:28 UTC 2012"
"21K74J79KQW6EI1FY4OFKD451I8HJE","I`m so serious . if Obama don't win . I`m moving to Bikini Bottom where fish drown underwater `cause F.ckk Logic .","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 07:33:14 UTC 2012"
"231TUHYW2GTPM1OIKFNM969YWU8LQF","Obama. Romney: Who is the fastest in the Tweet Race? http://t.co/Ef0sA8W6 via @FRANCE24","ATBZC1F0M7F2F","funny","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 23:37:01 UTC 2012"
"25KL92HECWA6ADCZ4M60KP5K1VMIJ7","@jaydg2 how do you know what Obama thinks?  And what is a Romney person doing following @billmaher ?","ATBZC1F0M7F2F","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:52:23 UTC 2012"
"2E4B3Q39Z0B6732HLE5V0TVROMIVKG","Participate in the run for the White House between #Obama and #Romney http://t.co/Ef0sA8W6 #TweetRace #USA2012 via @FRANCE24","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 15:54:13 UTC 2012"
"2DJVP9746OQ15X41Z0X7851QOIH1L1","RT @FinancialTimes: From the #FT: #Obama is the wiser bet for crisis-hit US http://t.co/7IXcBCbA","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 16:59:06 UTC 2012"
"217FE4EGDHDMFFZJAJEZ46HE3CIKA5","RT @debdlund: *You cannot rebuild a house as quickly as it was burned down. Obama is rebuilding. Please don't let Mitt Romney burn the h","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 07:17:43 UTC 2012"
"2KVHJHP4BDDKTECJJ2O953G39DP5YE","Not that I'm necessarily anti-obama. Michelle's reason for saying that we should vote for him in 2 days just seemed kind of dumb. :/","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 02:56:20 UTC 2012"
"2KR5SW6NG1FSGXCYBLPF9FZS3RVWIG","I would like to express my support for the President Obama. You have to remember the tragic and devastating... http://t.co/qf8qRUAB","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:21:25 UTC 2012"
"22M2J1LY58B7FH0BAQ6KPD162LLR6E","#edshow Fix is on! When you select all blue the voting machine automatically excludes #Obama #DOJ #FBI #FEC #carllevin #866ourvote #current","AL7M7T6WKQPIV","none","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 07:34:29 UTC 2012"
"2KGOCCF0CP5KAZ7TFS9X6G4PQDFUVB","#obama you're not about that life yet madhia.this made me laugh http://t.co/59H5Hkqa","ATBZC1F0M7F2F","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:54:00 UTC 2012"
"2FWPLSP75KLMJ6XEGK8QMQVJVAETZJ","RT @BAM_Society: Michelle Obama held it down for 23years and some of you females can't even hold it down for 23hours","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 17:12:39 UTC 2012"
"2XCLF395SW6NTBT3VXPNRBYF5LTESB","@Estellemt: Barack Obama is so darn hot...hot.. He can leave his postal vote in my letterbox any old time :)))","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","happy","No","no_agreement","Mon Nov 19 01:20:10 UTC 2012"
"2WLQ0JG5TYMNP6CMWJ690SSH17TGKB","@cspanwj #Benghazi101 - The Obama administration said they were confused by a fog of war  LIE","A2ZBYVQLDUZOV7","afraid","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 19 08:19:07 UTC 2012"
"25ZOVR14IXKOFVND9O3WI6X32U698W","As for the other race. Romney to win popular vote because people are thick. Obama to win electoral college because they're not that thick.","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 05:37:01 UTC 2012"
"227HIT3HVWAVXSKDFTH2972ZDFJDL2","RT @foundersweb: 2008 Libertarian Party nominee warns of dire necessity to defeat Obama(human events) http://t.co/SM8mSGPg #benghazi","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 17:24:51 UTC 2012"
"2N2W4ZMAZHHR4VT1SYEN3RH1ONHAJV","Why Obama is Better for Israel Than Romney - The Atlantic: Why Obama is Better for Israel Than RomneyThe Atlanti... http://t.co/L5Eyxipb","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:56:35 UTC 2012"
"2ZKKYEPLSP75XV0HOTUOIHQEU1CWQJ","Am Sure We Are Goin To Have Polling Stations Here In Naija To Vote For  Obama 2moro..","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 18:02:06 UTC 2012"
"23OIAA2SEIUU7AEZIUBACIISCYVOOR","Eff what you've heard before . EVERY SINGLE VOTE COUNTS! GET OUT AND VOTE OBAMA 2012!","A3169N2SCN3ENK","happy","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 04:28:30 UTC 2012"
"2GRRNDWIOV1SK21E537U93YD3EGWHN","So. what's the over/under on cities that will riot if Obama loses on Tuesday? I say 7.","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 14:31:02 UTC 2012"
"2IMIXKO2L92HRMALY7UYWCCF4IIDEF","Everyone is getting ready for school I'm over here tryna fix both my computer and phone before I have to go to this Obama thing.","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 07:12:26 UTC 2012"
"2K6U3K4F0OHO81FFA7BOAL92LK610S","You may not agree with every decision that I make. Mitchell doesn't agree with every decision that I make -- Obama to Americans.","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 18:20:54 UTC 2012"
"2YWCWA6X3YOCPPENHFBXXTINMOQNOB","@ElleJo why exactly do we care what Barack Obama's dad did in Kenya back in the 60s?","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 05:32:51 UTC 2012"
"2FNCOW0LGRZ3LM5QDMXVVUZWHXTZ80","If you believe #Romney 's lies now. don't act surprised if they continue if he is elected! #Obama #Obama2012","ATBZC1F0M7F2F","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:24:09 UTC 2012"
"2TFKNQY2RCJKJDD66D8R8KUIEW33S9","#Romney - The American dream is not fading away - Obama replaced it with food stamps and a free cellphone - America's future??","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 17:05:38 UTC 2012"
"23SZHHRRLFQ01X16JRSKPO9EKX4OF5","RT @BarackObama: Obama on Romney: In this campaign. hes tried as hard as he can to repackage these old ideas that didn't work and offe","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 01:26:43 UTC 2012"
"2WT0HFL42J1LBFMMZCYM8IGFON71M3","Obama will be here later","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 18:00:21 UTC 2012"
"2BT2YU98JHSTYLHWSP2JHIOBNKCOCU","NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86%: With one day to go in the U.S. presidenti... http://t.co/IP0UGb1c","A2ZBYVQLDUZOV7","happy","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 17:57:27 UTC 2012"
"20QEBDPGFL6VPZAA11ED4IOV5Y0I3V","@mountaiiiin There are 512 possible ways to win the White House tomorrow. 350ish for Obama. 70ish for Romney. rest are ties.","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:35:54 UTC 2012"
"2ZSA2SEIUUU0DY4VCKVIQS8S60VQQ9","NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86%: With one day to go in the U.S. presidenti... http://t.co/1YdqiS3A","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 16:59:54 UTC 2012"
"283FQ0ONNVRHEUVZ1O7RJ76NZFELUK","RT @WonkaTweets: If Obama wins I'm leaving the country. If Romney wins I'm leaving the country. This is not a political post I just want","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 16:51:13 UTC 2012"
"29HVXX2Q45UUX0298X9W9NS8SMT9R7","RT @cyberjohnboy: Dear America. Can you please vote Obama back into power on Tues and not that crazed Republican Jesus freak Romney. Tha","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Sun Nov 18 16:26:06 UTC 2012"
"2YDWAVKI62NJ3CFIU909YH6BOR5RJK","Just wondering what will happen to the dedicated #Romney &amp; #obama twitter accts after #nov6? #1MoreDay","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 06:54:28 UTC 2012"
"2FNCOW0LGRZ3LM5QDMXVVUZWHXUZ81","RT @AnjumKiani: Stability in #Pakistan will come not because of Obama or Romney winning but when our govt makes internal &amp; foreign p","A2ZBYVQLDUZOV7","hopeful","A182JW8U6PO60U","none","No","no_agreement","Mon Nov 19 13:55:43 UTC 2012"
"2NA8SV7WGKCC8VZE4KU3UHAPUA61RR","RT @JoeCienkowski: Obama admits he was talking to his national security team at the time of the attack. Panetta says forces were in plac","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 07:37:13 UTC 2012"
"2K5AB6BFMFFOB8W4T3AFLGESG6KJWF","Chilly and pleasant for Obama's visit; rainy on Election Day http://t.co/S2lOt2f8 via http://t.co/Yg6wh4PC","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 07:50:50 UTC 2012"
"2ZQIUB2YU98JU27W3DC0NBJ9MU4L9T","Chilly and pleasant for Obama's visit; rainy on Election Day http://t.co/vBaDqAtd #wiwx","ATBZC1F0M7F2F","happy","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:01:30 UTC 2012"
"2E2O2L92HECWNGBEQY3CN0CP9QQGH8","RT @TeaPartyCat: Chris Christie: ""I'm still very satisfied with Obama and FEMA. And. uh. thanks to Mitt for saving New Jersey with $5000","ATBZC1F0M7F2F","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 23:33:00 UTC 2012"
"21405BMJTUHY9CU4HJIAFS5WQ7ZLGK","@AmSpec One Last Chance to Kill Obamacare: Barack Obama's promise to cure the ills of our health... http://t.co/sSVQWogi #tcot #teaparty","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 17:43:08 UTC 2012"
"2XBP9RA7S5WMEGN9KY678JMHPGBTYT","Kenyan village revisits 'Obama mania': Four years ago this village was the center of ""Obama mania."" http://t.co/jIlTX60W #news","A3169N2SCN3ENK","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 13:45:50 UTC 2012"
"2C914IXKO2L9FRSNOKXXBYOCGLTBCD","Stay classy.  http://t.co/atrFa6BV GOP Candidate posts gun on Facebook along with message to Obama | Liberals Unite","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 07:28:46 UTC 2012"
"2FILWSBRI8IUOCC51IAH0TLB7RTE27","@KissThis_Sunn Please tell me why somebody on the obama bus blasting 2chainzwhat y'all doing on the Romney bus?????","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 07:25:00 UTC 2012"
"25TDDP8PJWKUQNM8ELUQB9Z0FCO6HX","RT @ncginny: Obamas EPA Planning To Crush #Coal Industry With Avalanche Of New Regulations After Election","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 07:08:58 UTC 2012"
"27DJ8EBDPGFLJ5Q0O90RVDWIS1V1GV","RT @JeremiahGoodson: Romney has no chance in hell in winning this election its time for him to ride back to mass where he came from and","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 13:35:23 UTC 2012"
"2WGQS1CSTMOFA1R3WS31MYDN1P8NQJ","I'm voting for Obama because he cares more than most and actually wants to help the country not hinder it with this caste system and racism","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","hopeful","No","no_agreement","Mon Nov 19 07:52:07 UTC 2012"
"2AKD5NQYN5F33AXRX3PMVCWYFA37BH","@Rachettastic For truth on your god. Obama. go here http://t.co/yud1E1lo. Do you think he'd treat you any differently?","AL7M7T6WKQPIV","mocking","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 17:07:02 UTC 2012"
"2J5JKM05BMJT7RC7UQKPHRA7WBPDIO","80% of Australians surveyed want Obama to win. If only we could vote...","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","happy","No","no_agreement","Sun Nov 18 18:17:56 UTC 2012"
"2OKJENLVWJ5O2LE9NQQ86MWBBKJ0SB","@YBenzO: I don't care if you vote for President Obama or Vice President Biden. as long as you vote for one of them :-)","ATBZC1F0M7F2F","funny","A2ZBYVQLDUZOV7","happy","No","no_agreement","Sun Nov 18 17:23:59 UTC 2012"
"2DSVKI62NJQ2EHGA1JHHEBKLG17LTT","NO WAY EVERYONE BETTER VOTE FOR OBAMA ! RT @BOOGIELOSO: Romney is a bath salt zombie coming to take over the world","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","funny","No","no_agreement","Mon Nov 19 07:55:27 UTC 2012"
